	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
26	27	1.067005376916388	4	-	Linezolid	2
2251	2252	0.3706060857818412	0	-	Linezolid	2
2847	2848	7.28206942075969	185	-	Linezolid	2
3533	3534	4.622599080784155	121	-	Linezolid	2
4623	4624	0.3625685065578679	0	-	Linezolid	2
5409	5410	0.9801474754061837	20	-	Linezolid	2
6222	6223	0.694129318825189	0	-	Linezolid	2
7848	7849	0.3101125006532242	0	-	Linezolid	2
9215	9216	8.065856000850847	334	-	Linezolid	2
11061	11062	0.3541155150005473	0	-	Linezolid	2
11743	11744	2.735302983900785	33	-	Linezolid	2
12698	12699	3.9048486141602186	26	-	Linezolid	2
13411	13412	1.3534030013716531	11	-	Linezolid	2
14087	14088	2.4301477061792003	17	-	Linezolid	2
14910	14911	0.3725099322167109	0	-	Linezolid	2
16933	16934	8.311061132173434	127	-	Linezolid	2
18060	18061	0.2810440244561829	0	-	Linezolid	2
20384	20385	7.093418605132238	21	-	Linezolid	2
20947	20948	0.5188079134578677	0	-	Linezolid	2
22008	22009	1.0967003659408896	6	-	Linezolid	2
22576	22577	0.8522317825980702	5	-	Linezolid	2
23651	23652	6.464266745346364	21	-	Linezolid	2
25367	25368	1.8648498666097626	7	-	Linezolid	2
26819	26820	0.8926270126940368	3	-	Linezolid	2
27591	27592	2.173791112407354	6	-	Linezolid	2
28333	28334	0.474636327758615	0	-	Linezolid	2
29071	29072	3.1349514566993615	17	-	Linezolid	2
30299	30300	5.067591335453276	26	-	Linezolid	2
32301	32302	0.613056564040446	0	-	Linezolid	2
33340	33341	1.1424658692614484	31	-	Linezolid	2
34859	34860	4.006827008721913	170	-	Linezolid	2
35788	35789	0.6271000843759585	0	-	Linezolid	2
36389	36390	2.331874267064068	188	-	Linezolid	2
37328	37329	3.507780037689276	262	-	Linezolid	2
40338	40339	8.170740252599403	10869	-	Linezolid	2
41235	41236	0.857419011437172	1437	-	Linezolid	2
41938	41939	0.25386031663305875	0	-	Linezolid	2
42842	42843	0.3905073035263806	3	-	Linezolid	2
45160	45161	8.057777772822629	4785	-	Linezolid	2
46049	46050	0.20598947290298666	278	-	Linezolid	2
46873	46874	0.27187746263576923	93	-	Linezolid	2
49456	49457	8.28562809726261	844745	-	Linezolid	2
52054	52055	7.677694653652927	67	-	Linezolid	2
54830	54831	8.224920187703946	1188	-	Linezolid	2
56052	56053	0.2651231588562091	2	-	Linezolid	2
57005	57006	0.2718961604868726	1	-	Linezolid	2
58471	58472	8.471687231365406	1344	-	Linezolid	2
62132	62133	0.9894794356818185	34	-	Linezolid	2
62797	62798	0.2592802873136299	0	-	Linezolid	2
63393	63394	8.228055876234265	226	-	Linezolid	2
64511	64512	0.28712064644751417	0	-	Linezolid	2
66393	66394	7.430634184313169	122	-	Linezolid	2
67170	67171	0.3149615003837079	0	-	Linezolid	2
68516	68517	3.524726510960222	60	-	Linezolid	2
69106	69107	0.46659130315456226	7	-	Linezolid	2
71179	71180	5.21738127519585	28	-	Linezolid	2
72650	72651	0.34191851571988896	0	-	Linezolid	2
73776	73777	0.22410552652165372	0	-	Linezolid	2
74481	74482	1.2570142718109163	165	-	Linezolid	2
75216	75217	8.178864025932397	929	-	Linezolid	2
76820	76821	0.21977295577599085	3	-	Linezolid	2
77730	77731	0.924287069816812	1	-	Linezolid	2
79491	79492	0.5068209405248336	0	-	Linezolid	2
80659	80660	7.4518498046787505	182	-	Linezolid	2
81516	81517	2.2065572776305578	61	-	Linezolid	2
83192	83193	0.6512662871370372	0	-	Linezolid	2
85353	85354	7.551659495698276	48	-	Linezolid	2
86067	86068	0.5165048525799649	0	-	Linezolid	2
87169	87170	1.977726436259918	15	-	Linezolid	2
88093	88094	2.0227299315133394	8	-	Linezolid	2
89505	89506	2.3412231906625083	9	-	Linezolid	2
91062	91063	1.1546978871415794	5	-	Linezolid	2
91566	91567	0.8104321532889857	4	-	Linezolid	2
92409	92410	4.465078805302766	20	-	Linezolid	2
94983	94984	6.471841758974757	330	-	Linezolid	2
96574	96575	2.866629127986273	160	-	Linezolid	2
97542	97543	0.6901127891705332	1	-	Linezolid	2
99131	99132	1.9094337741314193	29	-	Linezolid	2
101682	101683	7.591098056011269	30135	-	Linezolid	2
103472	103473	3.0303979250293955	12512	-	Linezolid	2
104695	104696	1.1172738550215198	1984	-	Linezolid	2
106102	106103	0.36198559790651574	4	-	Linezolid	2
107505	107506	7.254225400753223	260	-	Linezolid	2
110568	110569	3.562304705892976	8	-	Linezolid	2
111964	111965	4.131103941527955	10	-	Linezolid	2
112524	112525	1.6474082984017482	5	-	Linezolid	2
113125	113126	0.9036123610013883	7	-	Linezolid	2
113761	113762	0.9239412407629236	7	-	Linezolid	2
114428	114429	1.0713385998724512	9	-	Linezolid	2
115198	115199	7.160352525536727	45	-	Linezolid	2
116117	116118	0.40131152725399694	0	-	Linezolid	2
116868	116869	3.8411678023228046	25	-	Linezolid	2
117995	117996	0.5324567382715638	3	-	Linezolid	2
119482	119483	2.0720760232347546	5	-	Linezolid	2
120874	120875	6.67206829115439	14	-	Linezolid	2
124154	124155	7.004982491288617	124	-	Linezolid	2
126135	126136	0.42840594390532655	0	-	Linezolid	2
127344	127345	0.3497499672546053	0	-	Linezolid	2
128230	128231	0.46302598759596053	26	-	Linezolid	2
128824	128825	7.858843168966402	264	-	Linezolid	2
129506	129507	2.2973010722683638	85	-	Linezolid	2
131336	131337	0.467517563195501	0	-	Linezolid	2
133187	133188	1.3762544706095245	14	-	Linezolid	2
133874	133875	6.3272817830932455	48	-	Linezolid	2
134965	134966	1.6778801490370547	23	-	Linezolid	2
136441	136442	7.135039560173942	64	-	Linezolid	2
137176	137177	1.3986480279160376	16	-	Linezolid	2
137963	137964	0.5728588809639348	0	-	Linezolid	2
139068	139069	0.6420823689158243	0	-	Linezolid	2
140239	140240	1.5487758562475398	23	-	Linezolid	2
141596	141597	5.956019226255545	73	-	Linezolid	2
142295	142296	3.1755992513038636	42	-	Linezolid	2
143907	143908	1.8657503257448054	26	-	Linezolid	2
145795	145796	4.629865181371531	33	-	Linezolid	2
147657	147658	4.2882009316742655	29	-	Linezolid	2
149234	149235	1.0165892834609442	9	-	Linezolid	2
151114	151115	6.699603937712902	32	-	Linezolid	2
153510	153511	1.042244956305036	8	-	Linezolid	2
154583	154584	5.18130579262379	17	-	Linezolid	2
155883	155884	1.9436167879342672	8	-	Linezolid	2
156762	156763	3.002516991677374	10	-	Linezolid	2
157540	157541	1.4866420270249043	5	-	Linezolid	2
159497	159498	1.0629246951854876	7	-	Linezolid	2
160765	160766	1.6794318742872867	40	-	Linezolid	2
162024	162025	0.42439488158162686	0	-	Linezolid	2
162572	162573	1.43414739083533	39	-	Linezolid	2
163156	163157	7.83345373829614	173	-	Linezolid	2
163803	163804	1.8080818730133004	52	-	Linezolid	2
164891	164892	0.5347669675969321	0	-	Linezolid	2
165971	165972	2.199722626513436	101	-	Linezolid	2
167453	167454	7.664968618321249	313	-	Linezolid	2
168306	168307	0.3511692369230198	0	-	Linezolid	2
170020	170021	6.452225780254088	103	-	Linezolid	2
170694	170695	1.43892225752036	22	-	Linezolid	2
171391	171392	0.36302834544541046	0	-	Linezolid	2
172174	172175	1.6751520514340343	26	-	Linezolid	2
173412	173413	4.822431846291733	29	-	Linezolid	2
174963	174964	4.0214028112028535	27	-	Linezolid	2
176148	176149	2.1626860382944577	15	-	Linezolid	2
177255	177256	6.248654481771045	38	-	Linezolid	2
178460	178461	1.5252880286929387	11	-	Linezolid	2
179238	179239	2.850898482329321	17	-	Linezolid	2
180148	180149	3.195018314321869	13	-	Linezolid	2
180756	180757	0.7758250155174219	0	-	Linezolid	2
181581	181582	1.33971770811263	8	-	Linezolid	2
184219	184220	8.360867504230123	583	-	Linezolid	2
185387	185388	0.19519657074966631	0	-	Linezolid	2
186807	186808	0.7470994582721419	0	-	Linezolid	2
189546	189547	6.289919776347532	7461	-	Linezolid	2
