	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
1364	1950859	6.813942531394067	263.0	-	Tigecycline	4
4293	1953788	4.522485731192498	114.0	-	Tigecycline	4
6844	1956339	0.9999633509556092	0.0	-	Tigecycline	4
9736	1959231	0.45798950470675437	3.0	-	Tigecycline	4
12662	1962157	8.270788871282878	5749.0	-	Tigecycline	4
16059	1965554	0.8714461703274498	0.0	-	Tigecycline	4
17568	1967063	0.3816437166260739	42.0	-	Tigecycline	4
18232	1967727	0.22736512174198475	0.0	-	Tigecycline	4
19453	1968948	8.183745294519863	590.0	-	Tigecycline	4
22055	1971550	0.5201465074041974	0.0	-	Tigecycline	4
22737	1972232	6.872791011057225	282.0	-	Tigecycline	4
23455	1972950	2.436328895724496	114.0	-	Tigecycline	4
24910	1974405	0.6283369518330725	84.0	-	Tigecycline	4
25806	1975301	0.419622968123312	0.0	-	Tigecycline	4
26562	1976057	5.468106925953758	622.0	-	Tigecycline	4
27561	1977056	0.22609194923351794	0.0	-	Tigecycline	4
29335	1978830	5.82625971562642	26720.0	-	Tigecycline	4
31451	1980946	0.21857292974278297	0.0	-	Tigecycline	4
32280	1981775	0.8176905616657941	13.0	-	Tigecycline	4
34008	1983503	0.5273640293452189	0.0	-	Tigecycline	4
35104	1984599	8.212069265828971	115.0	-	Tigecycline	4
36516	1986011	0.6660826765483554	0.0	-	Tigecycline	4
38544	1988039	5.254339322637464	32.0	-	Tigecycline	4
40123	1989618	1.9016123650850083	18.0	-	Tigecycline	4
41198	1990693	3.2847506520871654	23.0	-	Tigecycline	4
41920	1991415	2.8653486762927387	22.0	-	Tigecycline	4
43272	1992767	2.107943191214341	21.0	-	Tigecycline	4
43938	1993433	2.20738286005932	23.0	-	Tigecycline	4
44733	1994228	1.2183429396049634	1.0	-	Tigecycline	4
45473	1994968	1.3406163920095604	32.0	-	Tigecycline	4
46565	1996060	4.5065151046508936	93.0	-	Tigecycline	4
47525	1997020	1.7613586284828677	57.0	-	Tigecycline	4
48034	1997529	2.0125261056368493	63.0	-	Tigecycline	4
48750	1998245	3.2074562641812525	85.0	-	Tigecycline	4
49961	1999456	4.633077709298501	108.0	-	Tigecycline	4
51495	2000990	1.048886768056743	32.0	-	Tigecycline	4
53792	2003287	0.1854825017269276	1.0	-	Tigecycline	4
54610	2004105	8.8125842614472	919.0	-	Tigecycline	4
56469	2005964	0.17016063057891373	0.0	-	Tigecycline	4
57329	2006824	1.3727533447703695	5.0	-	Tigecycline	4
58427	2007922	2.5325853913820255	7.0	-	Tigecycline	4
59014	2008509	1.7944675790645743	6.0	-	Tigecycline	4
59530	2009025	2.0264914591054723	7.0	-	Tigecycline	4
61190	2010685	3.443971799124609	11.0	-	Tigecycline	4
62933	2012428	0.999982885917985	0.0	-	Tigecycline	4
64327	2013822	6.462306675257912	36.0	-	Tigecycline	4
65487	2014982	3.628535293875518	24.0	-	Tigecycline	4
66311	2015806	1.700560798432731	14.0	-	Tigecycline	4
67015	2016510	2.8430966589197952	16.0	-	Tigecycline	4
68080	2017575	1.81635955219864	10.0	-	Tigecycline	4
69976	2019471	0.872094010536012	4.0	-	Tigecycline	4
70640	2020135	2.524435071684008	6.0	-	Tigecycline	4
72930	2022425	0.28872738307200757	0.0	-	Tigecycline	4
73491	2022986	8.167012181022708	680.0	-	Tigecycline	4
74265	2023760	0.36879781627501457	56.0	-	Tigecycline	4
74815	2024310	0.5685937908664596	72.0	-	Tigecycline	4
76377	2025872	0.8785329724723574	48.0	-	Tigecycline	4
78050	2027545	7.891820228626345	261.0	-	Tigecycline	4
79674	2029169	0.6076766372998277	62.0	-	Tigecycline	4
80421	2029916	0.961878231575514	81.0	-	Tigecycline	4
81069	2030564	7.03940590939872	359.0	-	Tigecycline	4
82020	2031515	2.857429468488656	211.0	-	Tigecycline	4
83800	2033295	0.4269833944651212	42.0	-	Tigecycline	4
84413	2033908	7.26091883969073	386.0	-	Tigecycline	4
85491	2034986	0.46976256311120984	35.0	-	Tigecycline	4
86933	2036428	0.44111869936186854	3.0	-	Tigecycline	4
87914	2037409	0.30235419704910904	0.0	-	Tigecycline	4
89504	2038999	6.429574324048197	1194.0	-	Tigecycline	4
90142	2039637	0.9901569354046004	234.0	-	Tigecycline	4
91775	2041270	4.53828584592699	908.0	-	Tigecycline	4
92913	2042408	2.9285014594211622	412.0	-	Tigecycline	4
94318	2043813	0.7034075017937823	95.0	-	Tigecycline	4
95258	2044753	0.5269971328860876	80.0	-	Tigecycline	4
96562	2046057	3.3325520646003426	178.0	-	Tigecycline	4
98627	2048122	7.376632974292352	323.0	-	Tigecycline	4
100394	2049889	0.3891426866906442	1.0	-	Tigecycline	4
101854	2051349	2.7690687716066527	28.0	-	Tigecycline	4
103278	2052773	0.23452361676992342	3.0	-	Tigecycline	4
104200	2053695	0.25070330561809034	2.0	-	Tigecycline	4
104912	2054407	9.022322760915715	1158.0	-	Tigecycline	4
107430	2056925	0.4193251265513274	0.0	-	Tigecycline	4
109266	2058761	8.189659457736548	465.0	-	Tigecycline	4
109914	2059409	1.6408041561049957	111.0	-	Tigecycline	4
110660	2060155	0.3333399953246788	5.0	-	Tigecycline	4
111217	2060712	0.38965268090071586	2.0	-	Tigecycline	4
112163	2061658	1.930814794276393	48.0	-	Tigecycline	4
114015	2063510	0.5249935986420625	0.0	-	Tigecycline	4
114765	2064260	7.003554300129598	446.0	-	Tigecycline	4
116114	2065609	1.998056484706761	149.0	-	Tigecycline	4
117938	2067433	0.5981666287159867	0.0	-	Tigecycline	4
120104	2069599	0.2347378197623911	0.0	-	Tigecycline	4
121512	2071007	0.3435023622362724	572.0	-	Tigecycline	4
122618	2072113	0.17996353575932433	0.0	-	Tigecycline	4
123820	2073315	8.658936060689586	9766.0	-	Tigecycline	4
126615	2076110	1.892151724510654	83.0	-	Tigecycline	4
127335	2076830	2.298845615615217	77.0	-	Tigecycline	4
128073	2077568	0.5745168328521184	0.0	-	Tigecycline	4
132075	2081570	6.906917195692984	718.0	-	Tigecycline	4
133250	2082745	3.676185686218378	400.0	-	Tigecycline	4
134616	2084111	0.5716048036459055	0.0	-	Tigecycline	4
136155	2085650	1.7262547770002328	264.0	-	Tigecycline	4
137764	2087259	9.271021848629685	1288.0	-	Tigecycline	4
138431	2087926	0.22223233925549007	0.0	-	Tigecycline	4
140464	2089959	2.783355720880521	15.0	-	Tigecycline	4
143526	2093021	3.7777003012782466	443.0	-	Tigecycline	4
145523	2095018	0.2861529997198444	0.0	-	Tigecycline	4
146946	2096441	7.416331841164337	5177.0	-	Tigecycline	4
