	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
1211	975991	4.099009938496368	4	-	Tigecycline	4
2262	977042	1.2848654072820964	2	-	Tigecycline	4
3490	978270	3.314221946172345	5	-	Tigecycline	4
6538	981318	8.13473241448388	730	-	Tigecycline	4
7714	982494	0.7439990049891546	86	-	Tigecycline	4
9077	983857	0.6209598248505671	1	-	Tigecycline	4
11074	985854	0.7002412798953388	2	-	Tigecycline	4
11655	986435	0.710607900171847	1	-	Tigecycline	4
12334	987114	2.4341225867683325	5	-	Tigecycline	4
13736	988516	0.8092033745273619	2	-	Tigecycline	4
14336	989116	7.038544824665412	14	-	Tigecycline	4
17039	991819	3.6393891968790153	7	-	Tigecycline	4
19751	994531	8.214451722043282	10696	-	Tigecycline	4
21366	996146	0.13818063682942067	0	-	Tigecycline	4
22825	997605	7.925571236727465	172	-	Tigecycline	4
25848	1000628	4.755729094077598	12	-	Tigecycline	4
28537	1003317	7.289536300942914	6	-	Tigecycline	4
30172	1004952	0.4918526138561951	0	-	Tigecycline	4
31251	1006031	0.6308232889401735	2	-	Tigecycline	4
32023	1006803	0.5135635931662487	0	-	Tigecycline	4
34640	1009420	8.212816781850107	1761	-	Tigecycline	4
36413	1011193	0.3841120763109745	119	-	Tigecycline	4
37172	1011952	0.46745437548388014	0	-	Tigecycline	4
40179	1014959	0.5589191616067036	0	-	Tigecycline	4
40852	1015632	5.33811765058961	128	-	Tigecycline	4
41876	1016656	3.0409004181050845	78	-	Tigecycline	4
43340	1018120	0.6191304058566732	0	-	Tigecycline	4
44864	1019644	7.58802192862162	52	-	Tigecycline	4
46635	1021415	0.3709359557738078	0	-	Tigecycline	4
47209	1021989	0.49214696215132253	6	-	Tigecycline	4
47922	1022702	0.7766190690498538	5	-	Tigecycline	4
48818	1023598	1.857691642508593	11	-	Tigecycline	4
50200	1024980	0.29018740193477166	0	-	Tigecycline	4
51405	1026185	8.147667559202642	825	-	Tigecycline	4
52298	1027078	1.1410013406395578	139	-	Tigecycline	4
53978	1028758	0.5898670379727375	0	-	Tigecycline	4
56126	1030906	4.543821630016459	158	-	Tigecycline	4
57141	1031921	3.435765152710365	125	-	Tigecycline	4
58359	1033139	1.4824622738614932	67	-	Tigecycline	4
62094	1036874	3.0786058195737858	4	-	Tigecycline	4
63167	1037947	0.9273330803708258	2	-	Tigecycline	4
64650	1039430	5.371025302708489	8	-	Tigecycline	4
65816	1040596	1.0980854946003211	2	-	Tigecycline	4
69067	1043847	9.00627560436147	2118	-	Tigecycline	4
70276	1045056	0.16406467249729773	0	-	Tigecycline	4
71228	1046008	0.16357095545193898	0	-	Tigecycline	4
72820	1047600	7.799075843859113	53229	-	Tigecycline	4
74563	1049343	0.16632278733710634	0	-	Tigecycline	4
76695	1051475	7.890340640290458	2970	-	Tigecycline	4
78498	1053278	0.22322113395833088	0	-	Tigecycline	4
79168	1053948	0.644973821636772	1017	-	Tigecycline	4
81061	1055841	8.286525552198954	9693	-	Tigecycline	4
83688	1058468	0.3696330527484011	0	-	Tigecycline	4
84745	1059525	0.5100098095533451	0	-	Tigecycline	4
85917	1060697	0.8849376547265948	16	-	Tigecycline	4
88138	1062918	8.023496452752488	116	-	Tigecycline	4
89689	1064469	0.35346981709764397	0	-	Tigecycline	4
90370	1065150	0.3839124376663517	0	-	Tigecycline	4
91375	1066155	5.43192502548809	242	-	Tigecycline	4
92709	1067489	0.3695448140519409	262	-	Tigecycline	4
94502	1069282	9.049641857335768	4286	-	Tigecycline	4
95537	1070317	0.22484129899036254	47	-	Tigecycline	4
96181	1070961	0.26320732476352177	33	-	Tigecycline	4
97299	1072079	5.05961949380762	488	-	Tigecycline	4
98337	1073117	0.551970793641622	4	-	Tigecycline	4
100434	1075214	8.677056052211684	1272	-	Tigecycline	4
104352	1079132	7.913324602182557	2905	-	Tigecycline	4
105582	1080362	0.39928066442886295	310	-	Tigecycline	4
106176	1080956	0.7137986340361695	457	-	Tigecycline	4
108161	1082941	4.8336830985451655	1290	-	Tigecycline	4
108878	1083658	6.572441177323576	1677	-	Tigecycline	4
109765	1084545	2.241002725006659	633	-	Tigecycline	4
111405	1086185	0.3987665327045937	0	-	Tigecycline	4
112769	1087549	0.44146829318673714	0	-	Tigecycline	4
113699	1088479	1.08314274345617	2	-	Tigecycline	4
114266	1089046	1.92129766718238	3	-	Tigecycline	4
115275	1090055	1.674520250814078	3	-	Tigecycline	4
117081	1091861	8.644052473311767	12	-	Tigecycline	4
118011	1092791	1.2746921326004428	2	-	Tigecycline	4
119622	1094402	0.4569282269367965	0	-	Tigecycline	4
122502	1097282	7.8540681216786945	803	-	Tigecycline	4
124392	1099172	0.27744072237194545	12	-	Tigecycline	4
125398	1100178	0.6981909440251638	271	-	Tigecycline	4
125946	1100726	8.208988512055505	2389	-	Tigecycline	4
128611	1103391	6.999343476221111	21	-	Tigecycline	4
129380	1104160	0.5302583153097306	0	-	Tigecycline	4
131957	1106737	8.151414334303285	198	-	Tigecycline	4
133269	1108049	0.1945118212411341	0	-	Tigecycline	4
136050	1110830	7.044955726459991	1352	-	Tigecycline	4
137494	1112274	2.948647577563061	603	-	Tigecycline	4
138430	1113210	2.5645076649105953	533	-	Tigecycline	4
139049	1113829	0.3853838453292906	1	-	Tigecycline	4
142175	1116955	0.9635020682731951	2	-	Tigecycline	4
142922	1117702	2.734194101121108	4	-	Tigecycline	4
143500	1118280	1.3657809221249662	2	-	Tigecycline	4
146068	1120848	1.1162528100546714	7	-	Tigecycline	4
146632	1121412	8.117233201283275	41	-	Tigecycline	4
147214	1121994	0.938011430384344	6	-	Tigecycline	4
148053	1122833	0.9359834025212718	6	-	Tigecycline	4
149262	1124042	0.45427188121499135	0	-	Tigecycline	4
150464	1125244	0.4270528593169876	0	-	Tigecycline	4
151835	1126615	2.6608712653801128	350	-	Tigecycline	4
153359	1128139	1.4034455915052806	756	-	Tigecycline	4
154064	1128844	0.2545690372676425	0	-	Tigecycline	4
155098	1129878	8.040098273430983	3776	-	Tigecycline	4
157972	1132752	1.0310373417384444	33	-	Tigecycline	4
161262	1136042	3.187716180267306	4	-	Tigecycline	4
162555	1137335	0.4272486570533016	0	-	Tigecycline	4
163460	1138240	0.20875338203408636	0	-	Tigecycline	4
165113	1139893	8.160206706427715	757	-	Tigecycline	4
166845	1141625	0.2616636592728243	0	-	Tigecycline	4
167681	1142461	0.3245521389957501	0	-	Tigecycline	4
168784	1143564	7.395318801732821	325	-	Tigecycline	4
170036	1144816	3.819271805914269	184	-	Tigecycline	4
171756	1146536	4.439429168348594	128	-	Tigecycline	4
172800	1147580	0.5218409622929645	12	-	Tigecycline	4
174185	1148965	0.23818547639467855	0	-	Tigecycline	4
174784	1149564	0.22935829124669332	0	-	Tigecycline	4
