	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
920	975700	2.837221979507933	29	+	Control	2
1747	976527	2.6988722645387244	29	+	Control	2
2993	977773	0.7836218703007324	5	+	Control	2
4241	979021	0.19371357065740025	2	+	Control	2
5656	980436	8.139255070156674	3213	+	Control	2
6375	981155	1.5079096988583074	655	+	Control	2
9250	984030	8.760169895254275	3565	+	Control	2
11822	986602	6.191844527855833	910	+	Control	2
12950	987730	0.35657803947130984	118	+	Control	2
14326	989106	3.2352701122524365	422	+	Control	2
16916	991696	0.5295632414107219	0	+	Control	2
17792	992572	0.33938976987744673	21	+	Control	2
19549	994329	7.809468865842809	320	+	Control	2
22417	997197	8.357934481468257	493	+	Control	2
23382	998162	3.173981091576206	208	+	Control	2
24675	999455	2.4469529445615943	165	+	Control	2
25266	1000046	0.6545447727721608	3	+	Control	2
26268	1001048	0.9715179237733251	1	+	Control	2
26844	1001624	0.5684088271877997	0	+	Control	2
27950	1002730	1.2397555255245074	64	+	Control	2
28788	1003568	7.969484663286491	327	+	Control	2
31357	1006137	1.8301082578143528	2	+	Control	2
32058	1006838	0.6560464903251068	0	+	Control	2
33088	1007868	0.26413921511100774	4	+	Control	2
33813	1008593	0.3118556360280755	0	+	Control	2
36321	1011101	7.500217734008891	10270	+	Control	2
37410	1012190	3.206072385328793	4565	+	Control	2
39483	1014263	0.17957314031842106	11	+	Control	2
40530	1015310	8.384001070325084	7973	+	Control	2
42384	1017164	0.16179499202660363	0	+	Control	2
43550	1018330	0.2990125234838812	74	+	Control	2
44098	1018878	0.36455170749251975	86	+	Control	2
44785	1019565	8.20281686810548	1125	+	Control	2
45487	1020267	0.3438354791324663	1	+	Control	2
46713	1021493	0.2882767409254436	5	+	Control	2
47830	1022610	2.911868424253731	69	+	Control	2
48619	1023399	0.3702928252644538	3	+	Control	2
50529	1025309	2.1681926050958245	2128	+	Control	2
51209	1025989	7.947420827755836	7244	+	Control	2
52740	1027520	0.23607870627852431	0	+	Control	2
53603	1028383	0.24005201578043073	3	+	Control	2
54552	1029332	0.23903861871221646	0	+	Control	2
56035	1030815	8.415398019536259	4324	+	Control	2
57884	1032664	0.23805073119697412	0	+	Control	2
59019	1033799	1.6479888069076913	30	+	Control	2
59687	1034467	4.14167029804137	62	+	Control	2
61150	1035930	0.201670807579282	5	+	Control	2
61831	1036611	0.20799115991221986	2	+	Control	2
62412	1037192	7.148350985742293	3318	+	Control	2
63298	1038078	3.9412239274591054	1871	+	Control	2
65034	1039814	0.2452210104681711	0	+	Control	2
67204	1041984	8.169780702567987	851	+	Control	2
68882	1043662	0.5313769067458738	131	+	Control	2
69652	1044432	0.30067004112804663	0	+	Control	2
70352	1045132	2.7477130968216112	1092	+	Control	2
72817	1047597	6.403615451833068	2641	+	Control	2
76516	1051296	0.6088213414335376	0	+	Control	2
77184	1051964	0.30409073553099925	0	+	Control	2
77756	1052536	0.5639307728095885	28	+	Control	2
79085	1053865	8.086441489225802	272	+	Control	2
80194	1054974	0.4129660610440772	0	+	Control	2
80976	1055756	1.0992468596135545	47	+	Control	2
81685	1056465	3.975048567288256	37	+	Control	2
82490	1057270	2.488549717735703	29	+	Control	2
84019	1058799	1.3182273375740505	0	+	Control	2
84844	1059624	3.5623825063777144	38	+	Control	2
86092	1060872	0.19351660849576485	1	+	Control	2
86958	1061738	0.1895603128362129	1	+	Control	2
87963	1062743	8.33853718998478	1714	+	Control	2
90809	1065589	2.499372590253704	4	+	Control	2
91388	1066168	2.241090786688823	4	+	Control	2
93437	1068217	0.5326879956095495	7	+	Control	2
94352	1069132	8.155953543402877	71	+	Control	2
95318	1070098	0.45957157876887855	0	+	Control	2
95903	1070683	0.4614277116875101	0	+	Control	2
97036	1071816	2.4455991646614623	39	+	Control	2
97990	1072770	7.249697787717902	106	+	Control	2
99419	1074199	0.5265946638482508	0	+	Control	2
100596	1075376	2.9300374463371215	31	+	Control	2
102614	1077394	0.8295572553944361	36	+	Control	2
103836	1078616	8.04195454949589	255	+	Control	2
104988	1079768	0.2847859557049208	0	+	Control	2
106407	1081187	1.0449540823672294	13	+	Control	2
108798	1083578	7.8202514819282705	70	+	Control	2
109894	1084674	1.596175024781687	18	+	Control	2
111388	1086168	0.846388703360028	12	+	Control	2
112444	1087224	1.2391909235787264	16	+	Control	2
113652	1088432	7.155996403582271	58	+	Control	2
115308	1090088	1.162989771854147	18	+	Control	2
116775	1091555	2.0204528242818456	18	+	Control	2
117609	1092389	5.04946504532555	31	+	Control	2
118308	1093088	1.7576508894095626	19	+	Control	2
118868	1093648	2.4554068234222597	23	+	Control	2
119690	1094470	1.2561247904442314	3	+	Control	2
121264	1096044	0.3323502112930782	0	+	Control	2
122314	1097094	8.18706134602788	334	+	Control	2
125059	1099839	0.5051511846003338	0	+	Control	2
126419	1101199	0.5542552233180849	543	+	Control	2
127573	1102353	8.196675268782995	6025	+	Control	2
128707	1103487	0.29252809955744447	10	+	Control	2
130551	1105331	0.8141609640342304	398	+	Control	2
131213	1105993	1.0230005069640737	464	+	Control	2
131880	1106660	7.775326777549013	2626	+	Control	2
135138	1109918	2.6894995687396483	89	+	Control	2
135975	1110755	4.7315035572433075	147	+	Control	2
137399	1112179	0.560040549981809	0	+	Control	2
139309	1114089	0.3393290324880036	0	+	Control	2
139973	1114753	7.867020256032603	1578	+	Control	2
141607	1116387	0.8330982119546223	256	+	Control	2
142508	1117288	0.9220645415720935	221	+	Control	2
143387	1118167	0.4635939272530669	31	+	Control	2
144342	1119122	0.5022008267370185	159	+	Control	2
145033	1119813	8.138301953012048	1343	+	Control	2
146434	1121214	0.35630353664030706	1	+	Control	2
147833	1122613	0.6176496733533327	3	+	Control	2
149310	1124090	0.4887099157676095	3	+	Control	2
150406	1125186	3.3611460659686085	625	+	Control	2
151043	1125823	6.307038555312905	1106	+	Control	2
151758	1126538	4.081997880962666	744	+	Control	2
152524	1127304	0.46715578327987184	1	+	Control	2
154440	1129220	2.0816822631952054	78	+	Control	2
154950	1129730	6.3195076269168755	251	+	Control	2
155877	1130657	0.5621898858367566	1	+	Control	2
157922	1132702	0.16112131962852655	0	+	Control	2
158529	1133309	8.279399693249498	7463	+	Control	2
159350	1134130	0.15388223877263504	8	+	Control	2
160018	1134798	0.21153519971454016	328	+	Control	2
161337	1136117	0.603214443047414	3	+	Control	2
162862	1137642	1.4502454163348817	37	+	Control	2
163460	1138240	1.0470115345577777	39	+	Control	2
164010	1138790	3.355671420907578	110	+	Control	2
165992	1140772	0.4019364837708414	116	+	Control	2
166942	1141722	9.411231945281408	1604	+	Control	2
167961	1142741	0.31741834707985805	3	+	Control	2
168707	1143487	1.5044826649032161	296	+	Control	2
169620	1144400	0.4951647966441568	0	+	Control	2
171042	1145822	0.5031088349281968	3	+	Control	2
171674	1146454	3.790756247566271	288	+	Control	2
172255	1147035	0.5233369359911743	0	+	Control	2
173155	1147935	2.204374670093468	183	+	Control	2
173804	1148584	8.224243094987584	596	+	Control	2
175657	1150437	1.5209781586017632	114	+	Control	2
178180	1152960	5.238049751856538	28	+	Control	2
179379	1154159	1.2630503257673054	7	+	Control	2
179924	1154704	0.9801608879072723	7	+	Control	2
183513	1158293	8.136895362229893	723	+	Control	2
185020	1159800	0.3103931044657656	4	+	Control	2
185581	1160361	0.2835583106945215	6	+	Control	2
187085	1161865	5.165316289416601	589	+	Control	2
189349	1164129	6.472115772725061	729	+	Control	2
191428	1166208	0.3035022924280818	4	+	Control	2
192381	1167161	0.17711433538126883	0	+	Control	2
194000	1168780	7.780514320366253	2999	+	Control	2
196360	1171140	2.3837042062923017	1063	+	Control	2
196989	1171769	2.0174179332284443	479	+	Control	2
198611	1173391	0.2587057958826141	451	+	Control	2
199691	1174471	7.895278177300861	6077	+	Control	2
201771	1176551	1.5512272569213614	1384	+	Control	2
202585	1177365	6.632127790217113	1775	+	Control	2
203729	1178509	0.36227101199642636	2	+	Control	2
205805	1180585	6.679426446291559	523	+	Control	2
208371	1183151	0.3731697385742258	0	+	Control	2
209939	1184719	8.148613347747746	66	+	Control	2
211313	1186093	0.26735606409023716	4	+	Control	2
212644	1187424	0.6465514746585618	0	+	Control	2
215199	1189979	7.368940641083364	1034	+	Control	2
216365	1191145	0.23839048364262083	0	+	Control	2
216912	1191692	0.5729336699266275	116	+	Control	2
217623	1192403	2.5413955289920582	507	+	Control	2
219007	1193787	0.14079905516409286	0	+	Control	2
220357	1195137	8.335752252231313	54903	+	Control	2
222373	1197153	0.14956146935703585	4	+	Control	2
222944	1197724	0.43468960424608255	4	+	Control	2
223894	1198674	3.536463237508142	1951	+	Control	2
225472	1200252	7.57834271373266	4006	+	Control	2
226162	1200942	0.34126761987004384	4	+	Control	2
228362	1203142	1.4671413637451134	122	+	Control	2
229077	1203857	1.5628669314196573	128	+	Control	2
231030	1205810	1.0099998817442981	16	+	Control	2
231800	1206580	1.8285201014932007	291	+	Control	2
232432	1207212	0.9732351105598606	342	+	Control	2
233805	1208585	1.625039160229923	481	+	Control	2
234350	1209130	7.690950522390022	1745	+	Control	2
236942	1211722	1.876433238014403	1023	+	Control	2
237546	1212326	0.2932308870819676	1	+	Control	2
238544	1213324	7.826552547431715	3832	+	Control	2
240660	1215440	0.2395740790126155	10	+	Control	2
241486	1216266	7.252105837671535	737	+	Control	2
242622	1217402	0.48963597318685403	85	+	Control	2
243211	1217991	0.3851513065805505	0	+	Control	2
244162	1218942	0.4115148991041546	5	+	Control	2
245075	1219855	5.681782957674785	291	+	Control	2
245847	1220627	5.905468073699295	297	+	Control	2
246652	1221432	0.49443625291554694	49	+	Control	2
247224	1222004	0.5440305513700313	0	+	Control	2
248736	1223516	1.3702819287775667	22	+	Control	2
249765	1224545	2.3462085622625257	26	+	Control	2
250793	1225573	3.4257986815220223	32	+	Control	2
252573	1227353	1.3686612052203442	2	+	Control	2
253713	1228493	1.1008564830568235	41	+	Control	2
255364	1230144	2.223282989776808	157	+	Control	2
256378	1231158	7.790871256483456	502	+	Control	2
257568	1232348	0.3102229328757396	0	+	Control	2
258293	1233073	0.29081900547574296	0	+	Control	2
259285	1234065	8.245831697222492	1135	+	Control	2
260558	1235338	0.24133376716775218	3	+	Control	2
262108	1236888	2.2193914402059933	29	+	Control	2
263158	1237938	1.9023401644858908	49	+	Control	2
264659	1239439	6.0926642199791745	154	+	Control	2
265291	1240071	0.8542341769400771	40	+	Control	2
266816	1241596	2.85767061053168	93	+	Control	2
267358	1242138	2.5181866941774174	69	+	Control	2
268425	1243205	2.5749287152146274	69	+	Control	2
269226	1244006	1.7468123665847621	57	+	Control	2
270403	1245183	0.27554336967840243	65	+	Control	2
271188	1245968	0.3135811151814169	6	+	Control	2
271753	1246533	7.420258604324681	835	+	Control	2
274290	1249070	5.80679686521063	599	+	Control	2
276119	1250899	0.9892052633468572	185	+	Control	2
277196	1251976	9.104946057893363	1087	+	Control	2
279799	1254579	3.858570399302189	69	+	Control	2
280659	1255439	2.968511158264933	65	+	Control	2
281347	1256127	0.13217329466997108	9	+	Control	2
281951	1256731	0.1320489840151501	9	+	Control	2
283340	1258120	8.27919848285286	36005	+	Control	2
287285	1262065	2.386678076633278	26	+	Control	2
287836	1262616	2.1764888522302632	30	+	Control	2
289506	1264286	0.23266167215633182	3	+	Control	2
290902	1265682	5.323600976634654	1554	+	Control	2
291663	1266443	5.8464535436170095	1770	+	Control	2
293485	1268265	3.0234422177932796	751	+	Control	2
295227	1270007	0.2923989795258557	0	+	Control	2
296210	1270990	0.546899662591859	0	+	Control	2
297990	1272770	0.6889347962520365	4	+	Control	2
300573	1275353	8.815634673498828	4270	+	Control	2
303151	1277931	5.338894968039507	80	+	Control	2
304114	1278894	0.7943799754188297	0	+	Control	2
304694	1279474	0.8338362240153163	3	+	Control	2
305296	1280076	1.0183812997331705	45	+	Control	2
307385	1282165	0.34536998750377307	83	+	Control	2
307973	1282753	8.117612005986844	970	+	Control	2
309554	1284334	0.33615798557901583	4	+	Control	2
310625	1285405	0.3525249233663748	12	+	Control	2
311424	1286204	0.29352867967833507	14	+	Control	2
312089	1286869	2.7345370969314278	870	+	Control	2
313182	1287962	6.339221567042277	1870	+	Control	2
314256	1289036	4.414159388483461	1340	+	Control	2
315863	1290643	0.8673141008098637	206	+	Control	2
316859	1291639	3.050589893464365	144	+	Control	2
317595	1292375	3.38019361373213	152	+	Control	2
319107	1293887	0.37178064318364856	13	+	Control	2
320848	1295628	8.08762897728395	738	+	Control	2
324383	1299163	1.3147412627022736	57	+	Control	2
325620	1300400	7.498376467078274	219	+	Control	2
326849	1301629	1.7596710161885158	76	+	Control	2
327445	1302225	2.739418748879587	107	+	Control	2
329060	1303840	0.32966045876830435	14	+	Control	2
330096	1304876	8.25933054743709	941	+	Control	2
330853	1305633	0.42629150591871817	535	+	Control	2
332468	1307248	0.19587946618823224	7	+	Control	2
333270	1308050	8.112926175874296	7340	+	Control	2
334259	1309039	0.2011212219650997	5	+	Control	2
335774	1310554	1.162247333531672	991	+	Control	2
336861	1311641	0.8678963152603514	286	+	Control	2
337748	1312528	6.806915219318784	1658	+	Control	2
338882	1313662	0.3411056548170878	1	+	Control	2
340456	1315236	8.284491595828559	748	+	Control	2
341669	1316449	0.33843440271055214	1	+	Control	2
343035	1317815	1.412187970960552	4	+	Control	2
343704	1318484	0.8448487541655124	8	+	Control	2
344802	1319582	1.2021427919519225	63	+	Control	2
345768	1320548	4.812086773680891	177	+	Control	2
347652	1322432	0.552766431577569	3	+	Control	2
348877	1323657	4.156751011849992	976	+	Control	2
349799	1324579	0.4145460532649678	14	+	Control	2
350696	1325476	5.5584197642813455	1357	+	Control	2
352251	1327031	3.269451834737869	741	+	Control	2
354392	1329172	0.5427808441830263	117	+	Control	2
354968	1329748	8.35340875064793	812	+	Control	2
355691	1330471	0.429875675557737	1	+	Control	2
356682	1331462	0.3089424930823494	76	+	Control	2
357998	1332778	7.986418567673361	508	+	Control	2
360894	1335674	1.534537867080179	0	+	Control	2
362570	1337350	0.3491637044094716	3	+	Control	2
363835	1338615	4.656298512867545	1106	+	Control	2
364691	1339471	4.009061351791794	1500	+	Control	2
366388	1341168	6.92305798364379	2347	+	Control	2
368140	1342920	0.3892683109837566	163	+	Control	2
370552	1345332	5.860857678605811	147	+	Control	2
371162	1345942	0.6910513411732582	0	+	Control	2
373024	1347804	0.7270817014574579	0	+	Control	2
373707	1348487	0.5907918461786092	159	+	Control	2
375047	1349827	0.8601135084462918	206	+	Control	2
375721	1350501	8.052143758655761	1483	+	Control	2
378892	1353672	0.36289042359133356	0	+	Control	2
379540	1354320	1.7264639809156557	34	+	Control	2
380572	1355352	3.6556734546198175	135	+	Control	2
381317	1356097	0.43883401215383905	27	+	Control	2
382370	1357150	1.5767021433362352	68	+	Control	2
383003	1357783	7.248525895792658	262	+	Control	2
384517	1359297	0.5607758211534529	53	+	Control	2
385410	1360190	0.3719326966428559	0	+	Control	2
386560	1361340	5.873547660033855	437	+	Control	2
387136	1361916	0.2172384404712515	4	+	Control	2
388086	1362866	5.713975820008965	424	+	Control	2
388855	1363635	0.30331554052313203	0	+	Control	2
391035	1365815	1.0451132039926505	15	+	Control	2
391643	1366423	1.9337152651666933	81	+	Control	2
393459	1368239	0.3361820928731995	0	+	Control	2
394021	1368801	5.994020265560123	306	+	Control	2
395795	1370575	5.259791319964542	266	+	Control	2
397611	1372391	0.3897897348917466	0	+	Control	2
398844	1373624	0.6714895197507716	14	+	Control	2
399788	1374568	0.20336560099639575	54	+	Control	2
400379	1375159	0.18100716311232334	1	+	Control	2
401547	1376327	8.242784325590296	1160	+	Control	2
403288	1378068	0.33592623016275774	1	+	Control	2
405813	1380593	8.246009619129314	8318	+	Control	2
406438	1381218	0.20410242906115383	0	+	Control	2
408799	1383579	8.438532599149044	5551	+	Control	2
410474	1385254	0.1936732372846315	2	+	Control	2
411240	1386020	0.22188797725231962	19	+	Control	2
412543	1387323	0.998900309114606	477	+	Control	2
413072	1387852	7.868603024538308	3048	+	Control	2
413713	1388493	1.6505937881340766	715	+	Control	2
417671	1392451	0.7626812546020385	1	+	Control	2
418891	1393671	0.7353253961938326	146	+	Control	2
420286	1395066	7.599962948602638	1112	+	Control	2
421125	1395905	0.8073881513323803	0	+	Control	2
423943	1398723	8.204166352726777	4212	+	Control	2
424733	1399513	0.26039640755651955	6	+	Control	2
427171	1401951	1.0195692821364766	42	+	Control	2
428028	1402808	1.2423048136484884	32	+	Control	2
428706	1403486	0.546490542327111	64	+	Control	2
429562	1404342	0.5827309647389992	7	+	Control	2
430739	1405519	6.2615017385967375	522	+	Control	2
431782	1406562	1.7750764752074903	188	+	Control	2
432330	1407110	3.2299822038174164	316	+	Control	2
433767	1408547	1.01928066666999	0	+	Control	2
434687	1409467	0.18338903419346816	29	+	Control	2
435373	1410153	0.23323752618459545	441	+	Control	2
436324	1411104	8.306687649109106	8090	+	Control	2
438487	1413267	0.20367977393633427	19	+	Control	2
439337	1414117	7.793490585476915	1626	+	Control	2
441163	1415943	1.8234198470055898	396	+	Control	2
442921	1417701	0.35285566886657593	1	+	Control	2
445478	1420258	8.414429660589661	3156	+	Control	2
448922	1423702	2.666015694897434	4	+	Control	2
449595	1424375	1.0629438805280886	3	+	Control	2
452269	1427049	0.8658868451989483	0	+	Control	2
453401	1428181	1.3385099941765581	140	+	Control	2
454931	1429711	6.820567650259339	602	+	Control	2
455811	1430591	1.1167385866521105	135	+	Control	2
456394	1431174	3.9179861337713007	359	+	Control	2
460477	1435257	0.6337583431300113	0	+	Control	2
461722	1436502	1.208646694509458	59	+	Control	2
462992	1437772	7.974775579405512	315	+	Control	2
463622	1438402	0.3499574863315616	0	+	Control	2
466424	1441204	6.377760135209985	18	+	Control	2
467909	1442689	1.0531013290364704	12	+	Control	2
469058	1443838	0.7051923524408397	0	+	Control	2
470266	1445046	0.18870357453503156	4	+	Control	2
470792	1445572	0.1920904692653652	3	+	Control	2
472078	1446858	9.039075002479338	3132	+	Control	2
473238	1448018	0.19543295126440657	0	+	Control	2
475059	1449839	0.2721801268953232	0	+	Control	2
475658	1450438	0.2741816838456554	0	+	Control	2
476781	1451561	8.379625662805067	305	+	Control	2
477808	1452588	0.31988212336302463	0	+	Control	2
478918	1453698	0.3054969621861163	0	+	Control	2
480403	1455183	8.00229931391931	315	+	Control	2
481717	1456497	0.48602801618456626	0	+	Control	2
483608	1458388	0.27009914539734725	5	+	Control	2
484229	1459009	6.916768562689115	474	+	Control	2
484953	1459733	5.281516270694253	366	+	Control	2
487623	1462403	6.108901115919422	8	+	Control	2
488645	1463425	1.320689789011155	2	+	Control	2
489956	1464736	0.525777328840133	0	+	Control	2
491131	1465911	0.8862839238135715	4	+	Control	2
491996	1466776	1.8622835325715692	11	+	Control	2
492766	1467546	5.177951295313725	27	+	Control	2
493756	1468536	6.81308160172898	35	+	Control	2
494327	1469107	0.6105631475352499	5	+	Control	2
495461	1470241	1.1585141874407023	6	+	Control	2
496915	1471695	0.39872045058610156	4	+	Control	2
498129	1472909	1.114650703194653	79	+	Control	2
499688	1474468	8.305035287262426	529	+	Control	2
502445	1477225	1.4408590026343586	1	+	Control	2
503181	1477961	0.5790382405143221	2	+	Control	2
504197	1478977	0.462795954470372	0	+	Control	2
505484	1480264	7.009821544377772	17	+	Control	2
508360	1483140	5.050725366318354	9	+	Control	2
508917	1483697	0.7316669920513035	2	+	Control	2
509973	1484753	0.7920455278352561	6	+	Control	2
511306	1486086	0.2857757222892222	0	+	Control	2
511887	1486667	0.34535862076755613	26	+	Control	2
512922	1487702	7.223519453903134	310	+	Control	2
513479	1488259	0.6379512077093771	38	+	Control	2
514300	1489080	0.28403925482923675	0	+	Control	2
515478	1490258	0.46403246026753664	4	+	Control	2
516180	1490960	0.8876386429601024	3	+	Control	2
516892	1491672	1.8971238741913965	5	+	Control	2
517725	1492505	4.960599961788858	12	+	Control	2
518639	1493419	2.2573313980944985	7	+	Control	2
519444	1494224	3.0186016601756305	9	+	Control	2
520639	1495419	3.3541605245033876	9	+	Control	2
521814	1496594	3.0941102432918255	8	+	Control	2
522521	1497301	2.2198867787862437	6	+	Control	2
523767	1498547	2.159480661613729	5	+	Control	2
524472	1499252	4.438866615211622	8	+	Control	2
525103	1499883	0.7118226729637309	2	+	Control	2
526148	1500928	3.5368003102524015	6	+	Control	2
527629	1502409	1.3463899598166884	3	+	Control	2
528406	1503186	1.034571266969317	3	+	Control	2
529152	1503932	5.011952234701597	12	+	Control	2
530228	1505008	2.1416192153729887	6	+	Control	2
531131	1505911	5.266205498066907	13	+	Control	2
532332	1507112	1.3910591131897736	4	+	Control	2
533440	1508220	2.456868578636079	6	+	Control	2
534503	1509283	1.792650644141955	4	+	Control	2
535402	1510182	3.825867037722419	7	+	Control	2
536698	1511478	1.9904357221193267	4	+	Control	2
537598	1512378	2.919128501665797	5	+	Control	2
538804	1513584	1.483086603916426	2	+	Control	2
539309	1514089	0.6480223194493879	0	+	Control	2
540515	1515295	3.088187688610919	3	+	Control	2
541519	1516299	1.5945387142942256	4	+	Control	2
543099	1517879	2.2934673595375172	11	+	Control	2
544409	1519189	5.0837224872387985	23	+	Control	2
545374	1520154	2.1621272471410014	11	+	Control	2
546563	1521343	3.1840165747586298	14	+	Control	2
548787	1523567	1.7205273347548957	4	+	Control	2
549357	1524137	4.480867789423765	6	+	Control	2
550696	1525476	3.4517096105158815	5	+	Control	2
552228	1527008	2.917848723593422	3	+	Control	2
553766	1528546	1.013355990550587	3	+	Control	2
554404	1529184	0.4251458612338452	0	+	Control	2
555523	1530303	3.4259846861478622	15	+	Control	2
559097	1533877	7.678847604766832	423	+	Control	2
561057	1535837	1.5582652416431717	173	+	Control	2
561779	1536559	2.557812961287153	450	+	Control	2
562885	1537665	0.6783035609921099	173	+	Control	2
563808	1538588	7.530101231937236	1180	+	Control	2
566505	1541285	2.1713850364204386	3	+	Control	2
567980	1542760	2.514493176261858	4	+	Control	2
569295	1544075	1.3832526571185277	3	+	Control	2
569977	1544757	2.6137959656720993	5	+	Control	2
571085	1545865	7.1715846878994665	12	+	Control	2
573342	1548122	0.4475722903821233	0	+	Control	2
574028	1548808	7.9979056616567	14	+	Control	2
575402	1550182	1.034347076573827	5	+	Control	2
576498	1551278	0.7935486481659538	4	+	Control	2
577665	1552445	7.541570045057103	27	+	Control	2
578441	1553221	0.43617334891604204	3	+	Control	2
579259	1554039	1.5814495120197694	7	+	Control	2
580547	1555327	7.518048439519153	14	+	Control	2
581519	1556299	0.4823450351316167	0	+	Control	2
582565	1557345	0.855026134383163	2	+	Control	2
