	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
341	975121	1.675094589054888	15	+	Tigecycline	4
872	975652	3.0080918111228026	23	+	Tigecycline	4
1792	976572	2.2213670257250624	19	+	Tigecycline	4
2890	977670	0.8779198730124472	0	+	Tigecycline	4
4644	979424	0.20720112845550318	1	+	Tigecycline	4
5656	980436	8.080454522004553	2839	+	Tigecycline	4
6377	981157	1.9696879894766885	745	+	Tigecycline	4
6968	981748	0.2540912556639698	0	+	Tigecycline	4
9249	984029	8.436677301271443	3558	+	Tigecycline	4
10884	985664	0.18678588067274973	0	+	Tigecycline	4
11825	986605	5.815534171374183	199	+	Tigecycline	4
13070	987850	0.37451074812684837	1	+	Tigecycline	4
14371	989151	4.091962854992548	112	+	Tigecycline	4
16879	991659	0.6052318137485048	0	+	Tigecycline	4
18271	993051	0.26338608954364473	0	+	Tigecycline	4
19548	994328	8.022793237802562	286	+	Tigecycline	4
20573	995353	0.5385915863382469	46	+	Tigecycline	4
21578	996358	0.3741204020812257	8	+	Tigecycline	4
22417	997197	4.599428416067048	345	+	Tigecycline	4
23377	998157	6.600071367567855	476	+	Tigecycline	4
24646	999426	2.8540721959781985	229	+	Tigecycline	4
25235	1000015	0.5783606746153197	2	+	Tigecycline	4
26269	1001049	0.8753122613809938	5	+	Tigecycline	4
26852	1001632	0.37736086057555307	9	+	Tigecycline	4
27950	1002730	0.5415425486901305	55	+	Tigecycline	4
28800	1003580	8.075614606233195	513	+	Tigecycline	4
31576	1006356	1.9872405632423498	2	+	Tigecycline	4
33813	1008593	0.2990492898141292	0	+	Tigecycline	4
35070	1009850	0.20336402685313085	0	+	Tigecycline	4
36327	1011107	7.9651513073575355	17266	+	Tigecycline	4
37421	1012201	1.6363668797515072	3892	+	Tigecycline	4
38211	1012991	0.2439127346315915	0	+	Tigecycline	4
40530	1015310	8.368854166823153	11403	+	Tigecycline	4
42338	1017118	0.14484771679298472	0	+	Tigecycline	4
43547	1018327	0.39728365016390416	64	+	Tigecycline	4
44117	1018897	0.6805230560326264	92	+	Tigecycline	4
44783	1019563	8.2203344017847	783	+	Tigecycline	4
45866	1020646	0.367084831406333	2	+	Tigecycline	4
47615	1022395	2.2661959581640394	44	+	Tigecycline	4
48679	1023459	0.35782096482607567	8	+	Tigecycline	4
50528	1025308	3.0627600104091885	2153	+	Tigecycline	4
51212	1025992	7.498962033645335	5013	+	Tigecycline	4
52690	1027470	0.2787465135684837	0	+	Tigecycline	4
53616	1028396	0.24188721246571668	2	+	Tigecycline	4
54553	1029333	0.21146686162167788	1	+	Tigecycline	4
56034	1030814	8.455369532195075	3941	+	Tigecycline	4
56973	1031753	0.2102150391617646	0	+	Tigecycline	4
57937	1032717	0.21325209623594296	0	+	Tigecycline	4
58970	1033750	3.3576335049902113	50	+	Tigecycline	4
59677	1034457	2.768693675683664	45	+	Tigecycline	4
60839	1035619	0.20514526049861773	5	+	Tigecycline	4
61849	1036629	0.20560477359870502	5	+	Tigecycline	4
62405	1037185	7.535214591065323	2663	+	Tigecycline	4
63292	1038072	3.2206388960381545	1180	+	Tigecycline	4
65066	1039846	0.2686737312962566	2	+	Tigecycline	4
67204	1041984	8.205985575633047	844	+	Tigecycline	4
68888	1043668	0.2841568610875173	159	+	Tigecycline	4
70352	1045132	5.26072919081981	2522	+	Tigecycline	4
72817	1047597	4.282821956661438	2176	+	Tigecycline	4
73916	1048696	0.29051696660368714	0	+	Tigecycline	4
76535	1051315	0.6981539759279218	0	+	Tigecycline	4
77763	1052543	0.510869752474455	36	+	Tigecycline	4
79098	1053878	8.2445562725283	403	+	Tigecycline	4
79804	1054584	0.29597592870973866	0	+	Tigecycline	4
80989	1055769	0.44039404641658664	33	+	Tigecycline	4
81674	1056454	5.191950990663842	41	+	Tigecycline	4
82661	1057441	2.0766615000085658	20	+	Tigecycline	4
84790	1059570	2.273679708319406	16	+	Tigecycline	4
85360	1060140	0.7948473624587128	0	+	Tigecycline	4
86074	1060854	0.19378815665805313	1	+	Tigecycline	4
86805	1061585	0.19038609583603147	1	+	Tigecycline	4
87963	1062743	8.325674847828505	968	+	Tigecycline	4
90867	1065647	2.632710632829575	4	+	Tigecycline	4
91436	1066216	2.7258767213043877	4	+	Tigecycline	4
94417	1069197	8.103430528830302	38	+	Tigecycline	4
95445	1070225	0.605164285698543	0	+	Tigecycline	4
96377	1071157	0.442892050776132	0	+	Tigecycline	4
97030	1071810	2.273878961586264	40	+	Tigecycline	4
98004	1072784	7.983534263800729	127	+	Tigecycline	4
98778	1073558	0.46821033567864606	0	+	Tigecycline	4
99403	1074183	0.47051213178700096	0	+	Tigecycline	4
101005	1075785	4.697094610849212	42	+	Tigecycline	4
102626	1077406	1.0972103511357534	40	+	Tigecycline	4
103847	1078627	7.945070738437072	225	+	Tigecycline	4
104918	1079698	0.30762726156551123	0	+	Tigecycline	4
105615	1080395	0.2602894389914972	0	+	Tigecycline	4
106705	1081485	0.4471927111226822	0	+	Tigecycline	4
107309	1082089	0.5468613301906667	7	+	Tigecycline	4
107882	1082662	0.5577098973764834	7	+	Tigecycline	4
108800	1083580	8.148295164715927	64	+	Tigecycline	4
111744	1086524	2.957665147317199	15	+	Tigecycline	4
112420	1087200	1.6889165274401354	11	+	Tigecycline	4
113666	1088446	4.90294209980776	23	+	Tigecycline	4
116217	1090997	1.7150960163104076	0	+	Tigecycline	4
116804	1091584	3.814635479251987	18	+	Tigecycline	4
117532	1092312	3.0983228992654004	15	+	Tigecycline	4
118871	1093651	2.2330913765828724	12	+	Tigecycline	4
119774	1094554	1.3352170133590622	1	+	Tigecycline	4
121077	1095857	0.32460183657309716	0	+	Tigecycline	4
121672	1096452	0.7297682109741203	25	+	Tigecycline	4
122363	1097143	8.086765108218081	202	+	Tigecycline	4
125061	1099841	0.4913721591157316	0	+	Tigecycline	4
126375	1101155	0.8550225559530744	531	+	Tigecycline	4
127573	1102353	8.17581257362251	4135	+	Tigecycline	4
128660	1103440	0.32680047958678365	5	+	Tigecycline	4
129513	1104293	0.3091198857534672	18	+	Tigecycline	4
130551	1105331	0.7661024780867955	304	+	Tigecycline	4
131211	1105991	0.8990409617721513	337	+	Tigecycline	4
131881	1106661	7.831584021107302	2118	+	Tigecycline	4
135174	1109954	1.7077514837365642	57	+	Tigecycline	4
135757	1110537	4.849571007292951	138	+	Tigecycline	4
137373	1112153	0.5821340868446949	0	+	Tigecycline	4
138192	1112972	0.21006626274893164	0	+	Tigecycline	4
139221	1114001	0.23819051480703024	0	+	Tigecycline	4
139976	1114756	8.161902215701152	1819	+	Tigecycline	4
141480	1116260	0.3351319116478587	144	+	Tigecycline	4
142545	1117325	0.6008941613402559	87	+	Tigecycline	4
143677	1118457	0.4065002564140567	16	+	Tigecycline	4
145061	1119841	7.566569002659444	943	+	Tigecycline	4
146522	1121302	0.34452927602620237	1	+	Tigecycline	4
148162	1122942	0.5817120801385474	87	+	Tigecycline	4
149331	1124111	0.5145419237873363	1	+	Tigecycline	4
150401	1125181	4.3407873604864005	601	+	Tigecycline	4
151039	1125819	5.219934731561521	711	+	Tigecycline	4
151763	1126543	3.892076116360533	546	+	Tigecycline	4
152519	1127299	0.5186416358499992	1	+	Tigecycline	4
154956	1129736	7.243181207602746	379	+	Tigecycline	4
155873	1130653	0.4514107341864336	1	+	Tigecycline	4
156610	1131390	0.15136115036208733	0	+	Tigecycline	4
157320	1132100	0.15094839913688396	0	+	Tigecycline	4
158530	1133310	8.220206268805482	10767	+	Tigecycline	4
159320	1134100	0.14784593100525922	6	+	Tigecycline	4
160228	1135008	0.15082203947112127	0	+	Tigecycline	4
161318	1136098	0.8749809480295939	57	+	Tigecycline	4
162713	1137493	0.782673641522605	2	+	Tigecycline	4
163996	1138776	3.272981552478272	113	+	Tigecycline	4
166013	1140793	0.3577037947528389	117	+	Tigecycline	4
166946	1141726	9.56300490050483	1766	+	Tigecycline	4
167850	1142630	0.30405255070025566	3	+	Tigecycline	4
168753	1143533	1.111325266423766	249	+	Tigecycline	4
169593	1144373	0.5599494751279164	0	+	Tigecycline	4
170876	1145656	0.4677365174517087	5	+	Tigecycline	4
171681	1146461	3.191630165164758	282	+	Tigecycline	4
173154	1147934	1.5227015655909102	152	+	Tigecycline	4
173804	1148584	9.861392944471346	805	+	Tigecycline	4
175659	1150439	0.5571840589025074	61	+	Tigecycline	4
177249	1152029	0.3464416772485602	0	+	Tigecycline	4
178180	1152960	2.528448251487686	9	+	Tigecycline	4
178841	1153621	3.2591130050966552	8	+	Tigecycline	4
180276	1155056	1.4007154918100615	9	+	Tigecycline	4
182419	1157199	0.2314105699859344	0	+	Tigecycline	4
183508	1158288	8.282747500888732	751	+	Tigecycline	4
184856	1159636	0.3018566004467719	0	+	Tigecycline	4
187124	1161904	4.910511236260183	361	+	Tigecycline	4
189371	1164151	6.418333792160285	465	+	Tigecycline	4
191430	1166210	0.34714594324345904	1	+	Tigecycline	4
