	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
290	975070	2.117566650947454	29	+	Linezolid	2
1227	976007	2.6916902269920255	41	+	Linezolid	2
2196	976976	1.3403797635046293	3	+	Linezolid	2
3100	977880	0.7760056782474228	3	+	Linezolid	2
4611	979391	0.2151199274408728	4	+	Linezolid	2
5656	980436	7.291494255963528	6190	+	Linezolid	2
6377	981157	4.0329125615406465	3504	+	Linezolid	2
9248	984028	8.458934026119238	6603	+	Linezolid	2
10956	985736	0.1788219529992147	0	+	Linezolid	2
11813	986593	2.083382656978269	94	+	Linezolid	2
12845	987625	0.27959103451529743	48	+	Linezolid	2
13706	988486	0.31321216784035305	2	+	Linezolid	2
14325	989105	8.292650714118585	656	+	Linezolid	2
16939	991719	0.4649049696534322	0	+	Linezolid	2
17996	992776	0.21584950769300773	0	+	Linezolid	2
19546	994326	8.159183976473134	666	+	Linezolid	2
21135	995915	0.36525168770270733	9	+	Linezolid	2
22406	997186	5.857696053975303	1179	+	Linezolid	2
23376	998156	5.874087616475721	1178	+	Linezolid	2
24622	999402	1.74525686111239	424	+	Linezolid	2
25233	1000013	0.6036282803884344	1	+	Linezolid	2
26267	1001047	0.9174447632098186	19	+	Linezolid	2
27138	1001918	0.23053767957826643	8	+	Linezolid	2
28092	1002872	0.18096711402833285	13	+	Linezolid	2
28789	1003569	8.242658487196577	3273	+	Linezolid	2
31852	1006632	1.4309381175427744	4	+	Linezolid	2
33107	1007887	0.644917875694909	10	+	Linezolid	2
33812	1008592	0.3028519915889237	4	+	Linezolid	2
36321	1011101	7.9442621644237414	45797	+	Linezolid	2
37411	1012191	1.9525918075522135	12096	+	Linezolid	2
38161	1012941	0.21661108027636944	0	+	Linezolid	2
39427	1014207	0.18820503292304244	6	+	Linezolid	2
40529	1015309	8.58310161724108	7817	+	Linezolid	2
41086	1015866	0.1537789734525883	0	+	Linezolid	2
42506	1017286	0.18946475314310426	0	+	Linezolid	2
44073	1018853	0.16141926153949304	125	+	Linezolid	2
44784	1019564	8.283209520019525	2677	+	Linezolid	2
45621	1020401	0.25676673468545264	7	+	Linezolid	2
46714	1021494	0.22666085550525208	13	+	Linezolid	2
47621	1022401	2.2083402511979466	99	+	Linezolid	2
48671	1023451	0.41350078757757835	10	+	Linezolid	2
50496	1025276	1.6575666422367072	3594	+	Linezolid	2
51212	1025992	8.036065568539502	15641	+	Linezolid	2
52763	1027543	0.24863667557062857	1	+	Linezolid	2
53800	1028580	0.26881801544283795	6	+	Linezolid	2
54553	1029333	0.27148204147968247	2	+	Linezolid	2
56034	1030814	7.767877386735251	7467	+	Linezolid	2
56632	1031412	0.26584071901108147	0	+	Linezolid	2
57612	1032392	0.2636989017124248	0	+	Linezolid	2
58991	1033771	5.534488486073144	131	+	Linezolid	2
59740	1034520	1.701943522009806	55	+	Linezolid	2
61079	1035859	0.23178617090897025	10	+	Linezolid	2
61818	1036598	0.23374849102715037	7	+	Linezolid	2
62383	1037163	6.6887111416002805	2733	+	Linezolid	2
63274	1038054	4.695759098317151	1947	+	Linezolid	2
65067	1039847	0.2905272346641137	0	+	Linezolid	2
66452	1041232	0.21409101002995937	22	+	Linezolid	2
67203	1041983	8.136370985240987	1861	+	Linezolid	2
70358	1045138	8.128337015740648	22344	+	Linezolid	2
70944	1045724	0.195986477950339	1	+	Linezolid	2
72885	1047665	0.7650390555844054	1709	+	Linezolid	2
76564	1051344	0.6790779679554277	0	+	Linezolid	2
77700	1052480	1.0513845258558474	126	+	Linezolid	2
79099	1053879	8.156866758391535	782	+	Linezolid	2
79770	1054550	0.36294233502032136	0	+	Linezolid	2
81676	1056456	7.737018309914791	130	+	Linezolid	2
83649	1058429	0.7221483337666063	0	+	Linezolid	2
84794	1059574	1.7534290441370537	23	+	Linezolid	2
86078	1060858	0.14862720571448146	1	+	Linezolid	2
87101	1061881	0.15094205457672563	0	+	Linezolid	2
87966	1062746	8.226949266238115	5153	+	Linezolid	2
89383	1064163	0.14387762323140427	0	+	Linezolid	2
90711	1065491	1.2252768244935714	7	+	Linezolid	2
91272	1066052	1.6100825668579797	8	+	Linezolid	2
94366	1069146	7.517788987716587	98	+	Linezolid	2
95335	1070115	0.5898529733008627	0	+	Linezolid	2
96220	1071000	0.4813593045535235	0	+	Linezolid	2
96993	1071773	1.7329872890592166	63	+	Linezolid	2
97981	1072761	7.761498913909817	243	+	Linezolid	2
99433	1074213	0.5844524608178816	0	+	Linezolid	2
100990	1075770	4.533295740415128	112	+	Linezolid	2
102647	1077427	1.609876888617162	95	+	Linezolid	2
103865	1078645	7.40720618979971	335	+	Linezolid	2
106897	1081677	0.40139335459230263	0	+	Linezolid	2
107976	1082756	0.694915024286094	12	+	Linezolid	2
108798	1083578	3.6822507373030486	99	+	Linezolid	2
111255	1086035	4.9292828337440735	200	+	Linezolid	2
112909	1087689	0.7457061739340463	1	+	Linezolid	2
113662	1088442	6.133772309508144	226	+	Linezolid	2
114653	1089433	0.9006998611031617	0	+	Linezolid	2
115476	1090256	0.8752287125521021	2	+	Linezolid	2
116888	1091668	3.227757596133715	47	+	Linezolid	2
117922	1092702	3.9148602884951265	52	+	Linezolid	2
118629	1093409	1.4952578052879146	7	+	Linezolid	2
119134	1093914	1.7254313017415417	4	+	Linezolid	2
121638	1096418	0.5869790182832456	88	+	Linezolid	2
122315	1097095	8.216050799270162	864	+	Linezolid	2
125064	1099844	0.4957915633101953	0	+	Linezolid	2
126375	1101155	2.127471078227387	1055	+	Linezolid	2
127569	1102349	6.964020613727688	3303	+	Linezolid	2
129011	1103791	0.6556779338546898	9	+	Linezolid	2
130069	1104849	0.917551370295041	1155	+	Linezolid	2
131160	1105940	0.39170082153299507	616	+	Linezolid	2
131880	1106660	7.897271297428127	6741	+	Linezolid	2
135756	1110536	4.755818708123747	253	+	Linezolid	2
137387	1112167	0.6291846638185368	0	+	Linezolid	2
139330	1114110	0.27679311247570054	2	+	Linezolid	2
139978	1114758	8.101397948513235	3693	+	Linezolid	2
141475	1116255	0.555400001969546	413	+	Linezolid	2
142524	1117304	0.5209658883062609	266	+	Linezolid	2
143116	1117896	0.325752528595428	69	+	Linezolid	2
143671	1118451	0.3251833319442783	57	+	Linezolid	2
145037	1119817	7.992217492691056	2877	+	Linezolid	2
145605	1120385	1.8572177487165524	760	+	Linezolid	2
