	Position	Z_Score	Termseq_Depth	Strand	Condition	Replicate
66	67	2.3456305691414627	4	-	Control	2
1468	1469	0.3017699260352284	10	-	Control	2
2842	2843	9.014796764019312	161	-	Control	2
3540	3541	1.9715531690872796	39	-	Control	2
6207	6208	1.8446960697920998	2	-	Control	2
7629	7630	0.29896596366350253	0	-	Control	2
9216	9217	7.927519890719589	118	-	Control	2
9874	9875	1.0940816855930238	20	-	Control	2
11749	11750	1.1668872754212205	7	-	Control	2
12608	12609	2.9554657246599674	5	-	Control	2
13652	13653	3.084938436835743	5	-	Control	2
14250	14251	2.5523348695454513	4	-	Control	2
14900	14901	0.22951804024082226	0	-	Control	2
16224	16225	0.21794196755993786	4	-	Control	2
16932	16933	8.30803717565726	83	-	Control	2
18145	18146	0.21643568942596744	0	-	Control	2
18776	18777	0.6109213283203989	8	-	Control	2
19482	19483	2.596829661196886	4	-	Control	2
20338	20339	4.243053572729067	6	-	Control	2
21414	21415	0.45923218830233625	0	-	Control	2
22443	22444	3.118538508512911	5	-	Control	2
23699	23700	6.81702661328662	10	-	Control	2
25417	25418	3.4004891458780757	5	-	Control	2
27272	27273	2.146136955860607	2	-	Control	2
28612	28613	1.206814248652734	4	-	Control	2
30298	30299	6.5975012481675295	18	-	Control	2
32353	32354	0.5141771801081363	0	-	Control	2
33328	33329	0.750984433821417	16	-	Control	2
34134	34135	0.9548590772478668	26	-	Control	2
34911	34912	6.021595460917463	139	-	Control	2
35827	35828	0.5548816340361842	0	-	Control	2
36387	36388	1.9851502727190216	115	-	Control	2
37599	37600	1.229682322613765	84	-	Control	2
39228	39229	0.4934312965358275	2	-	Control	2
40337	40338	5.796504671244396	2855	-	Control	2
41179	41180	4.172945892667021	2118	-	Control	2
41849	41850	0.4610028357868861	0	-	Control	2
45166	45167	8.203372279033973	3719	-	Control	2
46029	46030	0.2834704279977675	253	-	Control	2
46715	46716	0.2666700980871688	36	-	Control	2
49456	49457	8.339241074383368	501370	-	Control	2
52054	52055	7.941558158130562	64	-	Control	2
54830	54831	8.379388071996608	638	-	Control	2
56169	56170	0.2255596913015288	1	-	Control	2
56825	56826	0.22092914326977253	2	-	Control	2
57841	57842	0.17510730712639347	0	-	Control	2
58477	58478	8.432475547022735	1413	-	Control	2
61327	61328	0.37515546718265846	0	-	Control	2
62127	62128	0.7561656314840539	8	-	Control	2
63374	63375	7.915844803713211	46	-	Control	2
66404	66405	7.56185021099057	46	-	Control	2
67305	67306	0.7016778326013804	6	-	Control	2
68537	68538	2.994437100112458	19	-	Control	2
69429	69430	0.8773780386812934	3	-	Control	2
71221	71222	2.7249094415197743	4	-	Control	2
72648	72649	0.3266392071462896	0	-	Control	2
74425	74426	1.0149724131765152	62	-	Control	2
75218	75219	8.185037880716049	414	-	Control	2
76564	76565	0.247570916477603	1	-	Control	2
78077	78078	0.8368075988229985	0	-	Control	2
79288	79289	0.4089568534425597	0	-	Control	2
80675	80676	7.410710611332523	150	-	Control	2
81523	81524	3.0732476704177687	66	-	Control	2
83181	83182	0.448147203063567	0	-	Control	2
85399	85400	6.507946183158424	7	-	Control	2
86839	86840	1.3972489370974948	2	-	Control	2
88010	88011	4.138814855283012	4	-	Control	2
89651	89652	3.878675615485021	4	-	Control	2
92084	92085	3.288528189116924	3	-	Control	2
94978	94979	6.173033440857577	94	-	Control	2
95940	95941	1.7111028518448348	32	-	Control	2
96584	96585	2.364847148078729	41	-	Control	2
97488	97489	0.804022924793776	0	-	Control	2
99132	99133	1.7132637824305172	6	-	Control	2
101698	101699	5.926090554063309	1892	-	Control	2
103484	103485	5.313980102289272	1804	-	Control	2
104696	104697	3.5257283602868927	904	-	Control	2
106091	106092	0.3368836327680321	1	-	Control	2
107480	107481	5.453650234612315	43	-	Control	2
110068	110069	0.354894625536987	0	-	Control	2
111116	111117	1.401358040576473	1	-	Control	2
112152	112153	0.8617977040926422	1	-	Control	2
113066	113067	1.047315048120571	4	-	Control	2
113744	113745	1.3880231023767011	5	-	Control	2
114306	114307	0.39231068960993415	2	-	Control	2
115200	115201	7.8895366385775505	26	-	Control	2
116887	116888	2.929575272252281	10	-	Control	2
117753	117754	0.26949901635294765	0	-	Control	2
119454	119455	2.4001627660212814	2	-	Control	2
120030	120031	3.8222902367963254	3	-	Control	2
120874	120875	4.863833798220967	4	-	Control	2
